1600853538.7345011,9,-4,-1,136,1
1600853538.7560012,9,-4,-1,136,1
1600853538.777166,8,-4,-1,136,1
1600853538.7984972,8,-4,-1,136,1
1600853538.8198264,7,-4,-1,136,1
1600853538.8409185,7,-4,-1,136,1
1600853538.8618934,7,-4,-2,137,1
1600853538.8828747,6,-4,-2,137,1
1600853538.9043314,6,-4,-2,137,1
1600853538.925626,6,-4,-2,137,1
1600853538.9467509,6,-4,-2,137,1
1600853538.9680557,6,-4,-2,137,1
1600853538.9890378,6,-3,-2,137,1
1600853539.0102315,6,-3,-2,137,1
1600853539.0312998,6,-3,-2,137,1
1600853539.0523462,5,-3,-2,137,1
1600853539.07351,5,-3,-2,137,1
1600853539.0945506,5,-3,-2,137,1
1600853539.1157978,5,-3,-2,137,1
1600853539.136382,5,-3,-2,137,1
1600853539.1576543,5,-3,-2,137,1
1600853539.1786318,5,-3,-2,137,1
1600853539.1994958,5,-3,-2,137,1
1600853539.2201366,5,-3,-2,137,1
1600853539.240706,4,-3,-2,137,1
1600853539.262218,4,-3,-2,137,1
1600853539.28371,4,-3,-1,136,1
1600853539.3054252,4,-3,-1,136,1
1600853539.3263824,3,-3,-1,136,1
1600853539.3473783,3,-3,-1,136,1
1600853539.3683124,2,-3,-1,136,1
1600853539.3893025,1,-3,0,135,1
1600853539.4110668,1,-3,0,135,1
1600853539.4323099,0,-3,1,134,1
1600853539.4532788,-2,-3,2,133,1
1600853539.4741883,-2,-3,2,133,1
1600853539.494821,-4,-3,3,132,1
1600853539.5155957,-5,-3,4,131,1
1600853539.536689,-7,-3,5,130,1
1600853539.5579686,-9,-3,7,128,1
1600853539.5789897,-10,-3,8,127,1
1600853539.599942,-12,-3,9,126,1
1600853539.6212816,-14,-3,11,124,1
1600853539.6420178,-16,-2,14,121,1
1600853539.6629894,-17,-1,14,121,1
1600853539.684274,-19,-2,16,119,1
1600853539.7052457,-22,-2,18,117,1
1600853539.726186,-24,-1,20,115,1
1600853539.747164,-26,-1,21,114,1
1600853539.768146,-28,1,24,111,1
1600853539.78905,-31,3,26,109,1
1600853539.810004,-32,4,27,108,1
1600853539.8306553,-34,9,30,105,1
1600853539.8514204,-36,12,32,103,1
1600853539.872915,-37,14,33,102,1
1600853539.8934476,-39,18,35,100,1
1600853539.9154232,-41,22,36,99,1
1600853539.9367568,-41,24,37,98,1
1600853539.9579847,-42,28,38,97,1
1600853539.9788833,-43,33,39,96,1
1600853539.9994771,-44,35,39,96,1
1600853540.0211513,-45,40,40,95,1
1600853540.042515,-45,45,40,95,1
1600853540.0633986,-46,50,41,94,1
1600853540.0849428,-46,53,42,93,1
1600853540.106168,-47,58,43,92,1
1600853540.1269822,-47,64,44,91,1
1600853540.1477728,-46,67,44,91,1
1600853540.1691637,-45,73,45,90,1
1600853540.189884,-44,79,46,89,1
1600853540.210664,-44,82,47,88,1
1600853540.2316782,-42,88,48,87,1
1600853540.252523,-41,91,48,87,1
1600853540.2734153,-38,98,50,85,1
1600853540.2943468,-34,104,51,84,1
1600853540.314853,-30,111,53,82,1
1600853540.3354259,-30,111,53,82,1
1600853540.3564746,-24,120,56,79,1
1600853540.3770623,-20,128,59,76,1
1600853540.3979945,-17,131,60,75,1
1600853540.4188201,-14,137,63,72,1
1600853540.4398026,-10,142,66,69,1
1600853540.4607027,-10,142,66,69,1
1600853540.4816964,-5,149,69,66,1
