-75,0,-86,10.914908647537231,1600864287.096013,1600864298.0109217
45,-87,-30,7.506117105484009,1600864302.036457,1600864309.5425742
135,-30,120,6.989885568618774,1600864313.5667338,1600864320.5566194
-165,119,-43,7.919596910476685,1600864324.5818903,1600864332.5014873
-30,-43,-68,2.733145236968994,1600864336.5262341,1600864339.2593794
-120,-67,179,3.5058529376983643,1600864343.2854862,1600864346.7913392
-45,180,148,2.7689943313598633,1600864350.8152187,1600864353.584213
60,147,-129,3.674839496612549,1600864357.6088893,1600864361.2837288
180,-132,51,5.773375511169434,1600864365.3084278,1600864371.0818033
150,54,-151,4.65385627746582,1600864375.1066911,1600864379.7605474
75,-145,-41,4.435067653656006,1600864383.7867854,1600864388.221853
30,-41,6,3.0879907608032227,1600864392.2464397,1600864395.3344305
-15,7,-5,2.0194480419158936,1600864399.358582,1600864401.37803
-105,-9,-121,3.0832717418670654,1600864405.4031,1600864408.4863718
105,-127,1,2.753298044204712,1600864412.5117545,1600864415.2650526
120,-4,127,3.794708490371704,1600864419.290578,1600864423.0852864
165,130,-58,5.067657232284546,1600864427.1098752,1600864432.1775324
-90,-51,-143,6.866981506347656,1600864436.2023795,1600864443.069361
15,-148,-128,2.669992685317993,1600864447.095625,1600864449.7656176
90,-129,-42,3.5244433879852295,1600864453.7900622,1600864457.3145056
-60,-31,-54,5.234189510345459,1600864461.339928,1600864466.5741174
-150,-51,80,4.051076412200928,1600864470.599206,1600864474.6502824
-135,60,-96,5.054321527481079,1600864478.6745727,1600864483.7288942
