1600864105.028541,-22,557,-4,1
1600864105.0494814,-24,558,-4,1
1600864105.0706851,-26,558,-3,1
1600864105.0918922,-26,559,-3,1
1600864105.1134176,-28,560,-3,1
1600864105.134501,-30,561,-3,2
1600864105.155294,-31,561,-3,2
1600864105.1761713,-32,562,-3,2
1600864105.1973927,-34,562,-3,2
1600864105.2179687,-36,563,-3,2
1600864105.2389243,-37,563,-3,2
1600864105.2602267,-39,563,-3,2
1600864105.2812393,-40,564,-3,2
1600864105.3024743,-41,564,-3,2
1600864105.3243544,-42,565,-3,3
1600864105.3460596,-44,567,-3,3
1600864105.3679974,-45,569,-3,3
1600864105.389347,-45,570,-3,3
1600864105.4108505,-46,573,-3,3
1600864105.4319766,-46,576,-3,3
1600864105.453187,-46,577,-3,3
1600864105.474394,-46,581,-4,3
1600864105.495418,-45,586,-4,3
1600864105.517081,-45,588,-4,3
1600864105.5375957,-44,593,-4,3
1600864105.558774,-44,595,-4,3
1600864105.580591,-43,601,-4,3
1600864105.6014473,-42,606,-4,3
1600864105.622589,-41,611,-4,3
1600864105.6439514,-39,617,-4,2
1600864105.66521,-38,620,-4,2
1600864105.6857507,-36,626,-4,2
1600864105.706857,-33,632,-3,2
1600864105.7278383,-32,635,-3,2
1600864105.7496462,-30,641,-3,2
1600864105.7706544,-27,648,-3,1
1600864105.7916427,-26,652,-2,1
1600864105.8128858,-24,659,-2,1
1600864105.8345585,-22,666,-3,1
1600864105.8560383,-20,674,-3,1
1600864105.876805,-18,678,-3,1
1600864105.8976173,-15,686,-3,1
1600864105.9182577,-14,690,-3,0
1600864105.9398556,-11,698,-3,0
1600864105.9615574,-8,706,-3,0
1600864105.9828117,-5,714,-3,0
1600864106.003798,-4,718,-3,0
1600864106.0251172,-1,725,-3,0
1600864106.0458493,0,729,-3,0
1600864106.067432,4,741,-3,0
1600864106.088789,6,745,-2,0
1600864106.1093395,7,748,-3,0
1600864106.130961,11,760,-2,0
1600864106.1519647,12,764,-2,0
1600864106.1728852,14,771,-2,0
1600864106.193933,15,779,-2,0
1600864106.2150164,16,783,-2,0
1600864106.2358372,17,790,-2,0
1600864106.2564254,19,798,-2,0
1600864106.2775085,19,802,-2,0
1600864106.2993147,20,810,-2,0
1600864106.320549,21,817,-2,0
1600864106.3416023,22,822,-2,0
1600864106.3624053,23,830,-2,0
1600864106.3831215,23,839,-2,0
1600864106.404101,23,844,-2,0
1600864106.4252148,23,853,-2,0
1600864106.4462183,23,862,-3,0
1600864106.4669402,23,867,-2,0
1600864106.4876294,22,876,-3,0
1600864106.5088644,20,886,-3,0
1600864106.5298336,19,892,-3,0
1600864106.55119,17,902,-3,0
1600864106.572021,15,914,-3,0
1600864106.5938048,13,925,-4,0
1600864106.6155293,12,930,-4,0
1600864106.637077,9,943,-3,0
1600864106.6584656,6,955,-3,0
1600864106.6790535,4,960,-3,0
1600864106.7007728,1,972,-3,0
1600864106.7215288,-2,984,-3,0
1600864106.7425373,-4,989,-2,0
1600864106.763938,-8,1000,-2,0
1600864106.7851968,-13,1011,-2,0
1600864106.8062594,-17,1022,-2,0
1600864106.8267794,-19,1027,-2,0
1600864106.8479266,-23,1038,-2,1
1600864106.8690007,-27,1049,-1,1
1600864106.8900852,-29,1055,-1,1
1600864106.9112234,-32,1067,-1,1
1600864106.9323528,-33,1073,-1,1
1600864106.9535954,-36,1085,-1,1
1600864106.9747708,-39,1096,0,1
1600864106.9962056,-41,1106,1,1
1600864107.017233,-42,1112,1,1
1600864107.0388331,-44,1122,1,1
1600864107.0599096,-47,1132,2,1
1600864107.0804243,-50,1143,2,2
1600864107.1016557,-51,1148,2,2
1600864107.1227815,-54,1158,2,2
1600864107.1438265,-57,1168,2,2
1600864107.1653278,-58,1173,1,3
1600864107.1868982,-61,1183,1,3
1600864107.2086797,-63,1193,1,3
1600864107.229706,-63,1198,0,3
1600864107.2510622,-65,1208,0,4
1600864107.2721124,-67,1218,0,4
1600864107.2930593,-68,1230,-1,4
1600864107.3140767,-68,1235,0,4
1600864107.3352356,-69,1246,-1,4
1600864107.3563507,-69,1252,-1,4
1600864107.377591,-68,1263,-2,5
1600864107.3988209,-68,1275,-1,4
1600864107.4197905,-67,1281,-1,4
1600864107.4409375,-66,1293,-2,5
1600864107.4617248,-65,1305,-2,5
1600864107.4826171,-63,1317,-2,4
1600864107.5043743,-62,1323,-2,4
1600864107.5254884,-60,1335,-2,4
1600864107.546712,-57,1347,-2,4
1600864107.5676842,-55,1353,-1,3
1600864107.5892444,-52,1365,-1,3
1600864107.610516,-48,1376,-1,2
1600864107.6321523,-44,1387,0,2
1600864107.6534722,-42,1393,0,1
1600864107.6742172,-38,1404,0,1
1600864107.6950815,-34,1415,1,1
1600864107.7158978,-32,1421,1,1
1600864107.7381525,-28,1433,1,0
1600864107.7602208,-24,1445,1,0
1600864107.781115,-20,1457,2,0
1600864107.802099,-18,1463,2,0
1600864107.822999,-15,1475,2,0
1600864107.8441694,-14,1481,2,0
1600864107.8656733,-13,1487,2,0
1600864107.8872373,-10,1504,2,0
1600864107.908174,-9,1510,1,0
1600864107.9292483,-7,1522,0,0
1600864107.9505265,-5,1534,0,0
1600864107.9715405,-2,1546,-1,0
1600864107.992432,-1,1552,0,0
1600864108.0133886,2,1564,0,0
1600864108.0346012,4,1577,0,0
1600864108.0550814,6,1590,1,0
1600864108.0761595,7,1596,1,0
1600864108.097074,8,1609,0,0
1600864108.1186016,8,1623,-1,0
1600864108.1397064,9,1630,0,0
1600864108.160942,8,1643,-2,0
1600864108.182347,8,1650,-2,0
1600864108.2033887,8,1664,-2,0
1600864108.2244837,8,1679,-2,0
1600864108.245455,8,1693,-2,0
1600864108.2665637,9,1700,-2,0
1600864108.2882164,8,1715,-2,0
1600864108.309431,7,1729,-2,0
1600864108.3308947,6,1737,-2,0
1600864108.35241,4,1752,-2,0
1600864108.3734643,3,1759,-2,0
1600864108.3944404,-1,1781,-3,0
1600864108.4152493,-2,1787,-3,0
1600864108.4358542,-4,1801,-3,0
1600864108.4573057,-7,1815,-3,0
1600864108.4783723,-8,1821,-3,0
1600864108.4993715,-11,1836,-2,0
1600864108.5202646,-14,1850,-2,0
1600864108.5408654,-15,1858,-2,0
1600864108.5628874,-16,1874,-3,1
1600864108.5841255,-18,1890,-3,1
1600864108.6061525,-19,1904,-3,1
1600864108.6270666,-20,1911,-3,1
1600864108.6481192,-21,1925,-1,1
1600864108.6692288,-21,1931,-1,0
1600864108.690234,-23,1944,0,0
1600864108.7108502,-24,1958,1,0
1600864108.732157,-25,1971,2,0
1600864108.753447,-25,1978,2,0
1600864108.7745872,-26,1992,2,0
1600864108.7959108,-27,2006,2,0
1600864108.8181112,-27,2012,2,0
1600864108.8396554,-28,2026,2,0
1600864108.8606818,-28,2032,2,0
