1600855795.1148782,-9,1,-2,167,1
1600855795.1358244,-9,1,-2,167,1
1600855795.1573179,-9,1,-2,167,1
1600855795.1779685,-10,1,-2,167,1
1600855795.198559,-10,0,-1,166,1
1600855795.2196927,-10,0,-1,166,1
1600855795.2410026,-10,0,-1,166,1
1600855795.2618637,-10,0,-1,166,1
1600855795.2827408,-10,0,-1,166,1
1600855795.3032854,-10,0,-1,166,1
1600855795.324588,-10,0,-1,166,1
1600855795.345493,-10,0,-1,166,1
1600855795.366646,-10,0,-2,167,1
1600855795.3875012,-9,0,-2,167,1
1600855795.408422,-9,0,-2,167,1
1600855795.4293334,-9,0,-1,166,1
1600855795.4499795,-9,0,-1,166,1
1600855795.4712443,-9,0,-1,166,1
1600855795.4924018,-9,0,-1,166,1
1600855795.5133486,-10,-1,-1,166,1
1600855795.5343368,-10,-1,-1,166,1
1600855795.555506,-10,0,-1,166,1
1600855795.5773523,-10,-1,-1,166,1
1600855795.598374,-10,-1,-1,166,1
1600855795.619225,-10,-1,-1,166,1
1600855795.6399186,-10,-1,-1,166,1
1600855795.660722,-9,-1,-1,166,1
1600855795.6816337,-9,-1,-1,166,1
1600855795.7022097,-8,-1,-1,166,1
1600855795.7231553,-7,-1,-1,166,1
1600855795.7436137,-7,-1,-1,166,1
1600855795.7646372,-7,-2,-1,166,1
1600855795.7859592,-6,-2,-1,166,1
1600855795.8068607,-6,-2,-1,166,1
1600855795.8278348,-6,-2,-1,166,1
1600855795.8488274,-6,-2,-1,166,1
1600855795.8696475,-5,-2,0,165,1
1600855795.8921463,-5,-2,0,165,1
1600855795.9128742,-4,-2,0,165,1
1600855795.9340708,-3,-2,0,165,1
1600855795.9556348,-2,-2,1,164,1
1600855795.9764423,-1,-2,1,164,1
1600855795.9972441,0,-2,2,163,1
1600855796.0181456,1,-3,3,162,1
1600855796.038779,3,-4,4,161,1
1600855796.0597947,3,-4,5,160,1
1600855796.0809479,4,-6,6,159,1
1600855796.101922,4,-7,7,158,1
1600855796.1233542,5,-8,9,156,1
1600855796.1452265,6,-9,10,155,1
1600855796.1661973,6,-10,12,153,1
1600855796.1868763,6,-11,13,152,1
1600855796.2083144,7,-12,14,151,1
1600855796.229723,8,-14,17,148,1
1600855796.2511046,8,-15,19,146,1
1600855796.2724128,8,-16,20,145,1
1600855796.2933848,9,-17,22,143,1
1600855796.3142564,10,-18,24,141,1
1600855796.335354,11,-18,25,140,1
1600855796.356645,12,-19,27,138,1
1600855796.3781767,13,-20,29,136,1
1600855796.3993707,14,-20,31,134,1
1600855796.420918,15,-21,33,132,1
1600855796.4428165,16,-21,35,130,1
1600855796.4635394,17,-20,37,128,1
1600855796.4847488,18,-20,38,127,1
1600855796.5061445,19,-19,41,124,1
1600855796.5280423,20,-18,42,123,1
1600855796.5487592,21,-16,44,121,1
1600855796.5703154,22,-14,46,119,1
1600855796.5918784,24,-12,48,117,1
1600855796.612766,26,-10,50,115,1
1600855796.6336675,27,-10,51,114,1
1600855796.654387,29,-8,54,111,1
1600855796.6755552,31,-7,56,109,1
1600855796.6965265,32,-7,58,107,1
1600855796.7174625,34,-5,60,105,1
1600855796.738418,36,-4,63,102,1
1600855796.759403,37,-3,64,101,1
1600855796.7812028,40,-1,66,99,1
1600855796.8021355,42,0,68,97,1
1600855796.8232834,42,2,68,97,1
1600855796.8452904,44,4,69,96,1
1600855796.8658574,45,6,71,94,1
1600855796.8864968,46,8,71,94,1
1600855796.907572,46,9,72,93,1
1600855796.928858,46,11,73,92,1
1600855796.9500506,45,12,73,92,1
1600855796.970948,44,15,74,91,1
1600855796.993158,42,17,75,90,1
1600855797.0140502,42,18,75,90,1
1600855797.0351768,39,21,76,89,1
1600855797.0561297,38,22,76,89,1
1600855797.076939,33,25,77,88,1
1600855797.097689,31,26,78,87,1
1600855797.1185577,27,28,79,86,1
1600855797.1397097,23,31,80,85,1
1600855797.160927,20,32,81,84,1
1600855797.1820323,16,34,82,83,1
1600855797.2031085,10,35,83,82,1
1600855797.2245378,8,36,84,81,1
1600855797.2457557,4,38,85,80,1
1600855797.266626,-2,39,86,79,1
1600855797.287218,-5,39,87,78,1
1600855797.3086257,-11,40,88,77,1
1600855797.3297179,-14,41,89,76,1
1600855797.3508713,-18,43,90,75,1
1600855797.3722239,-21,43,90,75,1
1600855797.3929646,-30,43,93,72,1
1600855797.414813,-36,43,94,71,1
1600855797.4354885,-39,44,95,70,1
1600855797.4571187,-44,43,97,68,1
1600855797.4783926,-50,43,98,67,1
1600855797.4992325,-53,43,99,66,1
1600855797.5208352,-58,43,100,65,1
1600855797.542581,-63,42,102,63,1
1600855797.5639975,-65,42,102,63,1
1600855797.5851858,-70,41,103,62,1
1600855797.605924,-75,41,104,61,1
1600855797.6270401,-80,40,105,60,1
1600855797.6478913,-82,40,106,59,1
1600855797.6694312,-87,39,107,58,1
1600855797.691964,-92,39,108,57,1
1600855797.7128718,-95,39,109,56,1
1600855797.7337654,-100,38,111,54,1
1600855797.7548513,-105,38,112,53,1
1600855797.7755237,-110,38,114,51,1
1600855797.796419,-112,38,115,50,1
1600855797.817253,-117,38,116,49,1
1600855797.837873,-121,38,118,47,1
1600855797.8591688,-123,38,119,46,1
1600855797.88029,-126,38,120,45,1
1600855797.901148,-129,37,122,43,1
1600855797.9226027,-130,37,122,43,1
1600855797.9436264,-132,37,123,42,1
1600855797.9653163,-133,37,124,41,1
1600855797.9867885,-135,36,126,39,1
1600855798.0089698,-135,36,127,38,1
1600855798.030005,-136,35,127,38,1
1600855798.0516746,-136,36,129,36,1
1600855798.0730774,-136,35,130,35,1
1600855798.094769,-135,34,131,34,1
1600855798.116148,-135,33,132,33,1
1600855798.1371796,-135,33,132,33,1
1600855798.1599696,-134,32,133,32,1
1600855798.181012,-133,30,135,30,1
1600855798.2015414,-133,30,135,30,1
1600855798.222497,-132,28,136,29,1
1600855798.2430208,-131,25,138,27,1
1600855798.2640767,-129,23,140,25,1
1600855798.2849636,-129,22,141,24,1
1600855798.306018,-127,20,142,23,1
1600855798.3272505,-124,18,143,22,1
1600855798.3481028,-123,16,144,21,1
1600855798.369412,-121,14,145,20,1
1600855798.3920753,-120,12,146,19,1
1600855798.4130256,-118,10,147,18,1
1600855798.4345484,-118,9,147,18,1
1600855798.4565058,-116,7,149,16,1
1600855798.477517,-116,5,150,15,1
1600855798.4985015,-116,5,150,15,1
1600855798.5190735,-115,3,152,13,1
1600855798.5399573,-115,3,153,12,1
1600855798.561135,-116,0,153,12,1
1600855798.5824788,-114,2,154,11,1
1600855798.6030853,-116,-4,155,10,1
1600855798.6249993,-116,-4,155,10,1
1600855798.6458883,-115,-2,155,10,1
1600855798.6669655,-115,-1,155,10,1
1600855798.687638,-117,-4,155,10,1
1600855798.7082107,-117,-3,154,11,1
1600855798.72911,-116,2,153,12,1
1600855798.7496705,-114,6,154,11,1
1600855798.7710748,-116,6,152,13,1
1600855798.7926247,-117,9,151,14,1
1600855798.8135512,-117,13,151,14,1
1600855798.8344712,-117,15,150,15,1
1600855798.856016,-119,19,149,16,1
1600855798.8772037,-120,22,150,15,1
1600855798.8988125,-119,26,149,16,1
1600855798.9204535,-120,30,149,16,1
1600855798.9415758,-122,32,148,17,1
1600855798.9634733,-123,35,147,18,1
1600855798.9846635,-125,37,147,18,1
1600855799.0053985,-125,37,147,18,1
1600855799.02589,-129,41,146,19,1
1600855799.046828,-129,41,146,19,1
1600855799.0674605,-132,42,145,20,1
1600855799.0883923,-135,43,144,21,1
1600855799.1089513,-136,43,144,21,1
1600855799.129521,-139,45,143,22,1
1600855799.151034,-140,44,143,22,1
1600855799.1720352,-144,45,142,23,1
1600855799.1939385,-146,46,142,23,1
1600855799.2144408,-148,46,142,23,1
1600855799.235565,-149,47,142,23,1
1600855799.2581847,-150,46,142,23,1
1600855799.2788954,-152,47,142,23,1
1600855799.2994611,-150,47,141,24,1
1600855799.3201768,-154,47,141,24,1
1600855799.341202,-153,46,142,23,1
1600855799.361817,-153,46,142,23,1
1600855799.3834815,-152,46,142,23,1
1600855799.4050121,-149,47,142,23,1
1600855799.4259405,-149,49,142,23,1
1600855799.4469235,-152,46,142,23,1
1600855799.4678867,-152,46,142,23,1
1600855799.4889681,-149,47,143,22,1
1600855799.5095809,-148,47,143,22,1
1600855799.5303066,-148,46,144,21,1
1600855799.5511398,-146,46,143,22,1
1600855799.5719588,-146,47,143,22,1
1600855799.5928967,-146,47,144,21,1
1600855799.613826,-148,46,144,21,1
1600855799.63438,-147,46,144,21,1
1600855799.6558366,-146,47,145,20,1
1600855799.6763146,-145,47,145,20,1
1600855799.6971307,-145,47,145,20,1
